"bucket","prefix","depth","count_distinct_key","max_depth","avg_depth","max_size","min_size","avg_size","sum_size","count_distinct_suffix","distinct_suffix","count_distinct_storage_class","distinct_storage_class","is_intt","ratio_intt_coverage_count","ratio_intt_coverage_size","is_version","count_version","ratio_version_latest_count","ratio_version_latest_size","max_last_modified_date","max_days_since_last_modified","min_last_modified_date","min_days_since_last_modified","avg_days_since_last_modified","count_distinct_owner","distinct_owner"
"sample-bucket","AirbagAlternator/LandinggearModule-PlumbCrankshaft-PenumbraAxle",2,"1",2,"2","64","64","64","64","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","False","0","0","0.00000000000000000000","2023-04-18 07:22:03","393","2023-04-18 07:22:03","393","393","0","{NULL}"
"sample-bucket","AirbagAlternator/SuspensionAltimeter.ThrottleThruster",2,"1",2,"2","112","64","88","176","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","1","1","0.36363636363636363636","2023-04-18 07:22:23","393","2023-04-18 07:22:22","393","393","0","{NULL}"
"sample-bucket","AirbagAlternator/SteeringrackOxygensensor",2,"6",4,"4","141872","64","48784","1170816","2","{jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-06-26 07:37:25","324","2023-04-18 11:01:02","393","359","0","{NULL}"
"sample-bucket","AirbagAlternator/SteeringrackOxygensensor/GyroscopeBumper-RoverNacelle",3,"3",4,"4","141872","64","48784","292704","2","{jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-06-26 07:37:25","324","2023-06-26 07:37:21","324","324","0","{NULL}"
"sample-bucket","AirbagAlternator/SteeringrackOxygensensor/GyroscopeBumper-RoverNacelle/JoistLandinggear",4,"2",4,"4","141872","4416","73144","146288","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-06-26 07:37:23","324","2023-06-26 07:37:21","324","324","0","{NULL}"
"sample-bucket","AirbagAlternator/SteeringrackOxygensensor/ThrustCabinfilter",3,"3",4,"4","141872","64","48784","292704","2","{jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-04-18 11:01:06","393","2023-04-18 11:01:02","393","393","0","{NULL}"
"sample-bucket","AirbagAlternator/SteeringrackOxygensensor/ThrustCabinfilter/JoistLandinggear",4,"2",4,"4","141872","4416","73144","146288","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-04-18 11:01:04","393","2023-04-18 11:01:02","393","393","0","{NULL}"
"sample-bucket","AirbagAlternator/AlternatorYoke-StarboardTransponder",2,"1",2,"2","64","64","64","64","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","False","0","0","0.00000000000000000000","2023-04-18 07:22:36","393","2023-04-18 07:22:36","393","393","0","{NULL}"
"sample-bucket","AirbagAlternator/orbit",2,"1",2,"2","64","32","53","160","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","2","2","0.60000000000000000000","2023-04-18 13:18:03","393","2023-04-18 06:56:42","393","393","0","{NULL}"
"sample-bucket","AirbagAlternator/WindshieldPayload.MassdriverLintel-GearboxChisel",2,"1",2,"2","32","32","32","32","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","False","0","0","0.00000000000000000000","2023-04-18 07:16:35","393","2023-04-18 07:16:35","393","393","0","{NULL}"
"sample-bucket","AirbagAlternator/WindshieldPayload.GroutLandinggear-EasementChisel",2,"1",2,"2","48","48","48","48","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","False","0","0","0.00000000000000000000","2023-04-18 07:16:24","393","2023-04-18 07:16:24","393","393","0","{NULL}"
"sample-bucket","AirbagAlternator/WindshieldPayload.ChiselHood-GravityExtravehicular",2,"1",2,"2","48","48","48","48","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","False","0","0","0.00000000000000000000","2023-04-18 07:16:06","393","2023-04-18 07:16:06","393","393","0","{NULL}"
"sample-bucket","AirbagAlternator/TransponderStabilizer-ParachuteQuasar",2,"1",2,"2","80","80","80","80","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","False","0","0","0.00000000000000000000","2023-04-18 07:22:57","393","2023-04-18 07:22:57","393","393","0","{NULL}"
"sample-bucket","OxygensensorJetengine",1,"8",4,"2","139344","48","10335","1012816","2","{jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","42","5","0.00276456928010615946","2023-12-14 11:48:42","153","2023-10-11 12:32:17","217","192","0","{NULL}"
"sample-bucket","OxygensensorJetengine/SeatbeltThruster",2,"1",2,"2","144","80","112","224","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","1","1","0.35714285714285714286","2023-12-14 11:47:48","153","2023-12-14 11:47:24","153","153","0","{NULL}"
"sample-bucket","OxygensensorJetengine/AirspeedPlumb",2,"1",2,"2","112","64","88","176","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","1","1","0.36363636363636363636","2023-12-14 11:48:42","153","2023-12-14 11:48:16","153","153","0","{NULL}"
"sample-bucket","OxygensensorJetengine/SteeringrackOxygensensor",2,"3",4,"4","139344","64","47952","287712","2","{jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-10-11 12:33:55","217","2023-10-11 12:33:51","217","217","0","{NULL}"
"sample-bucket","OxygensensorJetengine/SteeringrackOxygensensor/ThrustCabinfilter",3,"3",4,"4","139344","64","47952","287712","2","{jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-10-11 12:33:55","217","2023-10-11 12:33:51","217","217","0","{NULL}"
"sample-bucket","OxygensensorJetengine/SteeringrackOxygensensor/ThrustCabinfilter/JoistLandinggear",4,"2",4,"4","139344","4448","71896","143792","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-10-11 12:33:53","217","2023-10-11 12:33:51","217","217","0","{NULL}"
"sample-bucket","OxygensensorJetengine/orbit",2,"1",2,"2","80","48","72","288","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","3","3","0.72222222222222222222","2023-10-29 09:39:21","199","2023-10-11 12:38:32","217","213","0","{NULL}"
"sample-bucket","OxygensensorJetengine/WindshieldPayload.MassdriverLintel-GearboxChisel",2,"1",2,"2","48","48","48","96","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","1","1","0.50000000000000000000","2023-10-29 12:58:03","199","2023-10-11 12:32:17","217","208","0","{NULL}"
"sample-bucket","OxygensensorJetengine/WindshieldPayload.GroutLandinggear-EasementChisel",2,"1",2,"2","48","48","48","48","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","False","0","0","0.00000000000000000000","2023-12-11 09:40:53","156","2023-12-11 09:40:53","156","156","0","{NULL}"
"sample-bucket","ParachuteNebula",1,"6",4,"3","145296","64","15478","1393008","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","72","12","0.67192722511284931601","2023-03-16 13:14:09","426","2021-12-20 10:57:58","877","566","0","{NULL}"
"sample-bucket","ParachuteNebula/AirspeedPlumb",2,"2",2,"2","2992","64","670","10048","2","{enc,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","13","6","0.69108280254777070064","2023-03-08 18:38:43","434","2021-12-20 10:57:58","877","522","0","{NULL}"
"sample-bucket","ParachuteNebula/SteeringrackOxygensensor",2,"4",4,"3","145296","64","30286","908576","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","22","5","0.67150353960483217695","2023-03-16 13:14:09","426","2021-12-20 12:27:54","877","609","0","{NULL}"
"sample-bucket","ParachuteNebula/SteeringrackOxygensensor/ThrustCabinfilter-CraneTrunk-ModuleLaunchpad",3,"4",4,"3","145296","64","30286","908576","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","22","5","0.67150353960483217695","2023-03-16 13:14:09","426","2021-12-20 12:27:54","877","609","0","{NULL}"
"sample-bucket","ParachuteNebula/SteeringrackOxygensensor/ThrustCabinfilter-CraneTrunk-ModuleLaunchpad/JoistLandinggear",4,"2",4,"4","145296","4288","74245","445472","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","4","2","0.67157531786509589828","2023-03-16 13:14:07","426","2021-12-20 12:27:54","877","727","0","{NULL}"
"sample-bucket","WheelPilaster",1,"56",4,"3","161920","32","17614","117130592","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.0000000000000000000000000000","True","4522","80","0.65008902200374774850","2023-10-29 13:00:26","199","2021-01-19 15:05:21","1212","472","0","{NULL}"
"sample-bucket","WheelPilaster/ElevatorLeafspring.FuelpumpZenith",2,"2",2,"2","2992","48","514","7200","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","12","6","0.56666666666666666667","2023-03-08 18:38:47","434","2021-01-25 12:38:53","1206","546","0","{NULL}"
"sample-bucket","WheelPilaster/ElevatorLeafspring.SuperchargerGirder",2,"2",2,"2","2992","80","520","7280","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","12","6","0.57142857142857142857","2023-03-08 18:38:50","434","2021-01-25 12:28:39","1206","546","0","{NULL}"
"sample-bucket","WheelPilaster/SteeringrackOxygensensor",2,"26",4,"3","161920","64","33552","36638592","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","780","30","0.65226436649093938981","2023-06-20 09:13:09","330","2021-01-19 15:05:21","1212","536","0","{NULL}"
"sample-bucket","WheelPilaster/SteeringrackOxygensensor/satellite-UndercarriageBooster",3,"4",4,"4","141872","64","42233","591264","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","6","1","0.49515614006602803485","2023-06-20 09:13:09","330","2023-03-27 15:33:48","415","379","0","{NULL}"
"sample-bucket","WheelPilaster/SteeringrackOxygensensor/satellite-UndercarriageBooster/JoistLandinggear",4,"2",4,"4","141872","4448","73160","292640","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","2","1","0.50000000000000000000","2023-06-20 09:13:07","330","2023-03-27 15:33:48","415","373","0","{NULL}"
"sample-bucket","WheelPilaster/SteeringrackOxygensensor/CaissonPlumb",3,"4",4,"3","143312","64","35184","1196256","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","26","6","0.75047481475537008801","2023-03-16 10:32:17","426","2023-01-24 10:48:05","477","453","0","{NULL}"
"sample-bucket","WheelPilaster/SteeringrackOxygensensor/CaissonPlumb/JoistLandinggear",4,"2",4,"4","143312","4288","73644","589152","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","6","3","0.75164303948726304926","2023-03-16 10:32:15","426","2023-01-24 10:48:05","477","464","0","{NULL}"
"sample-bucket","WheelPilaster/SteeringrackOxygensensor/SlatBooster-ShockabsorberSuspension",3,"4",4,"3","141872","64","24884","597216","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","16","4","0.50018753683759309864","2023-03-16 10:32:37","426","2023-03-08 07:14:00","434","431","0","{NULL}"
"sample-bucket","WheelPilaster/SteeringrackOxygensensor/SlatBooster-ShockabsorberSuspension/JoistLandinggear",4,"2",4,"4","141872","4304","73124","292496","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","2","1","0.49975384278759367649","2023-03-16 10:32:35","426","2023-03-08 07:14:00","434","430","0","{NULL}"
"sample-bucket","WheelPilaster/SteeringrackOxygensensor/CraneTrunk-MirrorCoilspring-GrilleVolute",3,"4",4,"3","143312","64","30025","900736","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","22","5","0.66860878215148500782","2023-03-16 10:32:57","426","2022-03-23 07:19:55","784","543","0","{NULL}"
"sample-bucket","WheelPilaster/SteeringrackOxygensensor/CraneTrunk-MirrorCoilspring-GrilleVolute/JoistLandinggear",4,"2",4,"4","143312","4304","73592","441552","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","4","2","0.66862340109432184658","2023-03-16 10:32:54","426","2022-03-23 07:19:55","784","616","0","{NULL}"
"sample-bucket","WheelPilaster/SteeringrackOxygensensor.ClutchClutch",2,"2",3,"3","161920","4304","83112","166224","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2021-03-10 10:06:01","1162","2021-03-10 10:05:48","1162","1162","0","{NULL}"
"sample-bucket","WheelPilaster/SteeringrackOxygensensor/ClutchClutch",3,"8",4,"3","161920","64","32744","2488512","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","60","7","0.76010081526631175578","2023-03-16 10:33:36","426","2021-01-19 15:05:21","1212","599","0","{NULL}"
"sample-bucket","WheelPilaster/SteeringrackOxygensensor.ClutchClutch/JoistLandinggear",3,"2",3,"3","161920","4304","83112","166224","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2021-03-10 10:06:01","1162","2021-03-10 10:05:48","1162","1162","0","{NULL}"
"sample-bucket","WheelPilaster/SteeringrackOxygensensor/ClutchClutch/JoistLandinggear",4,"2",4,"4","161920","4304","70076","630688","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","7","3","0.76799939114110304937","2023-03-16 10:33:27","426","2021-01-19 15:05:21","1212","897","0","{NULL}"
"sample-bucket","WheelPilaster/SteeringrackOxygensensor/ClutchClutch-HoodFascia",3,"4",4,"3","143312","64","33288","1198368","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","28","7","0.75091457715826857860","2023-03-16 10:33:36","426","2023-01-15 12:48:47","486","447","0","{NULL}"
"sample-bucket","WheelPilaster/SteeringrackOxygensensor/ClutchClutch-HoodFascia/JoistLandinggear",4,"2",4,"4","143312","2480","73418","587344","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","6","3","0.75087853115039908469","2023-03-16 10:33:35","426","2023-01-15 12:48:47","486","454","0","{NULL}"
"sample-bucket","WheelPilaster/orbit",2,"2",2,"2","3088","48","1504","6016","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","2","1","0.47606382978723404255","2023-03-27 08:50:31","415","2023-03-27 08:49:59","415","415","0","{NULL}"
"sample-bucket","WheelPilaster/MasonryGravity-MirrorCoilspring-WindshieldDifferential-TailpipeCoilspring",2,"1",2,"2","80","32","56","112","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","1","1","0.28571428571428571429","2023-04-18 10:26:44","393","2023-04-18 10:26:17","393","393","0","{NULL}"
"sample-bucket","WheelPilaster/WindshieldPayload.BalljointGyroscope-MortarSpacecraft",2,"2",2,"2","2880","112","1496","2992","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","False","0","0","0.00000000000000000000","2023-03-27 08:56:10","415","2023-03-27 08:56:10","415","415","0","{NULL}"
"sample-bucket","WheelPilaster/WindshieldPayload.MassdriverLintel-GearboxChisel",2,"2",2,"2","2816","48","971","2912","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","1","0","0.01648351648351648352","2023-10-29 13:00:26","199","2023-03-27 08:58:14","415","343","0","{NULL}"
"sample-bucket","WheelPilaster/SpoilerChisel-MirrorCoilspring-WindshieldDifferential-PilingShockabsorber",2,"1",2,"2","80","32","56","112","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","1","1","0.28571428571428571429","2023-08-15 14:19:32","274","2023-08-15 14:18:54","274","274","0","{NULL}"
"sample-bucket","WheelPilaster/SpoilerChisel-MirrorCoilspring-WindshieldDifferential-PilasterScaffolding",2,"1",2,"2","80","32","56","112","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","1","1","0.28571428571428571429","2023-08-15 13:50:11","274","2023-08-15 13:32:30","274","274","0","{NULL}"
"sample-bucket","WheelPilaster/SpoilerChisel-MirrorCoilspring-WindshieldDifferential-GrilleFascia",2,"1",2,"2","80","32","56","112","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","1","1","0.28571428571428571429","2023-08-15 14:17:13","274","2023-08-15 14:15:41","274","274","0","{NULL}"
"sample-bucket","WheelPilaster/SpoilerChisel-MirrorCoilspring-WindshieldDifferential-SlatEngine",2,"1",2,"2","80","32","56","112","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","1","1","0.28571428571428571429","2023-08-15 13:30:08","274","2023-08-15 13:29:04","274","274","0","{NULL}"
"sample-bucket","WheelPilaster/SpoilerChisel-MirrorCoilspring-WindshieldDifferential-InterstellarGyroscope",2,"1",2,"2","80","48","64","128","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","1","1","0.37500000000000000000","2023-08-15 13:17:28","274","2023-08-15 13:16:35","274","274","0","{NULL}"
"sample-bucket","WheelPilaster/SpoilerChisel-MirrorCoilspring-WindshieldDifferential-StabilizerTrunk",2,"1",2,"2","80","32","56","112","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","1","1","0.28571428571428571429","2023-08-15 13:09:21","274","2023-08-15 13:08:45","274","274","0","{NULL}"
"sample-bucket","WheelPilaster/SpoilerChisel-MirrorCoilspring-WindshieldDifferential-AxleStarboard",2,"1",2,"2","80","32","64","192","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","2","2","0.58333333333333333333","2023-08-15 14:35:52","274","2023-08-15 13:11:56","274","274","0","{NULL}"
"sample-bucket","WheelPilaster/SpoilerChisel-MirrorCoilspring-WindshieldDifferential-ShockabsorberPiston",2,"1",2,"2","80","32","48","144","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","2","2","0.44444444444444444444","2023-08-15 13:27:10","274","2023-08-15 13:26:29","274","274","0","{NULL}"
"sample-bucket","WheelPilaster/SpoilerChisel-MirrorCoilspring-WindshieldDifferential-PropellerClinker",2,"1",2,"2","80","32","70","352","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","4","4","0.77272727272727272727","2023-04-18 10:29:50","393","2023-04-18 10:21:06","393","393","0","{NULL}"
"sample-bucket","WheelPilaster/SpoilerChisel-MirrorCoilspring-WindshieldDifferential-TurbochargerSolararray",2,"1",2,"2","80","32","56","112","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","1","1","0.28571428571428571429","2023-04-18 10:23:35","393","2023-04-18 10:23:17","393","393","0","{NULL}"
"sample-bucket","WheelPilaster/SpoilerChisel-MirrorCoilspring-WindshieldDifferential-PistonEjector",2,"1",2,"2","80","32","56","112","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","1","1","0.28571428571428571429","2023-04-18 10:25:25","393","2023-04-18 10:25:03","393","393","0","{NULL}"
"sample-bucket","WheelPilaster/SpoilerChisel-MirrorCoilspring-WindshieldDifferential-VoluteSeatbelt",2,"1",2,"2","80","32","56","112","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","1","1","0.28571428571428571429","2023-08-15 14:24:40","274","2023-08-15 14:23:55","274","274","0","{NULL}"
"sample-bucket","WheelPilaster/SpoilerChisel-MirrorCoilspring-WindshieldDifferential-TailpipeCoilspring",2,"1",2,"2","80","32","56","112","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","1","1","0.28571428571428571429","2023-04-27 11:52:57","384","2023-04-27 11:52:03","384","384","0","{NULL}"
"sample-bucket","WheelPilaster/SpoilerChisel-MirrorCoilspring-WindshieldDifferential-MirrorExhaust",2,"1",2,"2","80","32","56","112","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","1","1","0.28571428571428571429","2023-08-15 14:27:41","274","2023-08-15 14:26:58","274","274","0","{NULL}"
"sample-bucket","WheelPilaster/SpoilerChisel-MirrorCoilspring-WindshieldDifferential-ShockabsorberGantry",2,"1",2,"2","80","32","56","112","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","1","1","0.28571428571428571429","2023-09-28 11:07:57","230","2023-09-28 11:07:34","230","230","0","{NULL}"
"sample-bucket","WheelPilaster/SpoilerChisel-MirrorCoilspring-WindshieldDifferential-YokeChassis",2,"1",2,"2","80","32","56","112","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","1","1","0.28571428571428571429","2023-04-18 10:27:51","393","2023-04-18 10:27:24","393","393","0","{NULL}"
"sample-bucket","WheelPilaster/SpoilerChisel-MirrorCoilspring-WindshieldDifferential-PenumbraOilfilter",2,"1",2,"2","80","32","56","112","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","1","1","0.28571428571428571429","2023-08-15 14:30:04","274","2023-08-15 14:29:22","274","274","0","{NULL}"
"sample-bucket","WheelPilaster/SpoilerChisel-MirrorCoilspring-WindshieldDifferential-BumperSupercharger",2,"1",2,"2","80","32","68","272","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","3","3","0.70588235294117647059","2023-04-27 11:50:51","384","2023-04-18 10:28:27","393","389","0","{NULL}"
"sample-bucket","WheelPilaster/SpoilerChisel-MirrorCoilspring-WindshieldDifferential-ClinkerFascia",2,"1",2,"2","80","32","56","112","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","1","1","0.28571428571428571429","2023-08-15 14:21:53","274","2023-08-15 14:21:09","274","274","0","{NULL}"
"sample-bucket","AccelerometerTrunk",1,"17",4,"3","158848","48","19804","9624528","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","333","19","0.57602824782680251956","2023-12-11 09:43:17","156","2022-07-19 13:49:58","666","450","0","{NULL}"
"sample-bucket","AccelerometerTrunk/SteeringrackOxygensensor",2,"12",4,"3","158848","64","27979","6379296","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","156","13","0.57887766926005628207","2023-03-16 08:02:15","426","2022-11-14 12:18:20","548","457","0","{NULL}"
"sample-bucket","AccelerometerTrunk/SteeringrackOxygensensor/MirrorCoilspring-YokeGearbox",3,"4",4,"3","158848","64","26292","631008","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","16","4","0.52695369947766113900","2023-03-16 08:00:35","426","2022-11-14 12:18:20","548","460","0","{NULL}"
"sample-bucket","AccelerometerTrunk/SteeringrackOxygensensor/MirrorCoilspring-YokeGearbox/JoistLandinggear",4,"2",4,"4","158848","4304","77368","309472","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","2","1","0.52719470582152828043","2023-03-16 08:00:33","426","2022-11-14 12:18:20","548","487","0","{NULL}"
"sample-bucket","AccelerometerTrunk/SteeringrackOxygensensor/ClutchClutch",3,"4",4,"3","143312","64","25004","600096","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","16","4","0.50258625286620807337","2023-03-16 08:02:11","426","2022-12-15 14:29:19","517","452","0","{NULL}"
"sample-bucket","AccelerometerTrunk/SteeringrackOxygensensor/ClutchClutch/JoistLandinggear",4,"2",4,"4","143312","4304","73484","293936","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","2","1","0.50220456153720537804","2023-03-16 08:02:08","426","2022-12-15 14:31:45","517","472","0","{NULL}"
"sample-bucket","AccelerometerTrunk/SteeringrackOxygensensor/MortarCrane-OilfilterTailpipe",3,"4",4,"3","143312","64","31976","895328","3","{enc,jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","20","5","0.66660709818077844097","2023-03-16 08:02:15","426","2022-12-15 15:27:47","517","459","0","{NULL}"
"sample-bucket","AccelerometerTrunk/SteeringrackOxygensensor/MortarCrane-OilfilterTailpipe/JoistLandinggear",4,"2",4,"4","143312","4304","73592","441552","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","4","2","0.66862340109432184658","2023-03-16 08:02:13","426","2022-12-15 15:28:20","517","480","0","{NULL}"
"sample-bucket","AccelerometerTrunk/WindshieldPayload.OilfilterTailpipe",2,"2",2,"2","2752","48","434","3040","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","5","2","0.07894736842105263158","2023-03-08 18:39:04","434","2022-07-19 13:49:58","666","468","0","{NULL}"
"sample-bucket","AccelerometerTrunk/WindshieldPayload.MassdriverLintel-GearboxChisel",2,"2",2,"2","2752","48","386","3088","2","{enc,json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","True","6","3","0.09326424870466321244","2023-10-29 13:00:08","199","2022-07-19 13:51:59","666","435","0","{NULL}"
"sample-bucket","AccelerometerTrunk/WindshieldPayload.GroutLandinggear-EasementChisel",2,"1",2,"2","48","48","48","48","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","False","0","0","0.00000000000000000000","2023-12-11 09:43:17","156","2023-12-11 09:43:17","156","156","0","{NULL}"
"sample-bucket","CapsuleGirder",1,"14",4,"3","139344","32","27005","4752880","2","{jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","True","22","1","0.00022218107757822625","2023-11-12 14:15:26","185","2023-08-07 12:57:38","282","255","0","{NULL}"
"sample-bucket","CapsuleGirder/SteeringrackOxygensensor",2,"10",4,"4","139344","32","43170","3021872","2","{jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-10-29 10:14:39","199","2023-08-07 14:59:08","282","257","0","{NULL}"
"sample-bucket","CapsuleGirder/SteeringrackOxygensensor/$'ClutchClutch-HoodFascia'",3,"1",3,"3","32","32","32","32","1","{json}","1","{STANDARD_IA}","False","0","0.00000000000000000000","False","0","0","0.00000000000000000000","2023-08-07 14:59:08","282","2023-08-07 14:59:08","282","282","0","{NULL}"
"sample-bucket","CapsuleGirder/SteeringrackOxygensensor/CaissonPlumb",3,"3",4,"4","139344","64","47963","287776","2","{jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-10-29 10:14:39","199","2023-10-29 10:14:34","199","199","0","{NULL}"
"sample-bucket","CapsuleGirder/SteeringrackOxygensensor/CaissonPlumb/JoistLandinggear",4,"2",4,"4","139344","4480","71912","143824","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-10-29 10:14:36","199","2023-10-29 10:14:34","199","199","0","{NULL}"
"sample-bucket","CapsuleGirder/SteeringrackOxygensensor/SlatBooster-ShockabsorberSuspension",3,"3",4,"4","139344","64","47963","287776","2","{jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-08-08 10:02:20","281","2023-08-08 10:02:16","281","281","0","{NULL}"
"sample-bucket","CapsuleGirder/SteeringrackOxygensensor/SlatBooster-ShockabsorberSuspension/JoistLandinggear",4,"2",4,"4","139344","4480","71912","143824","1","{jks}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-08-08 10:02:18","281","2023-08-08 10:02:16","281","281","0","{NULL}"
"sample-bucket","CapsuleGirder/SteeringrackOxygensensor/ClutchClutch-HoodFascia",3,"3",4,"4","139344","64","47963","287776","2","{jks,json}","1","{STANDARD_IA}","False","0","0.000000000000000000000000","False","0","0","0.000000000000000000000000","2023-08-08 09:02:34","281","2023-08-08 09:02:30","281","281","0","{NULL}"
